STUDYID,USUBJID,GROUP,SEX,MATRIX,ATPT,SAMPID,PARAMCD,AVAL,LLOQ,MATRIXCD,TISSUE,TISSUECD,DOSE,GROUP_f,DOSE_f,SEX_f,ATPT_f
XXXXXX,5002,5,1,"Brain, Amygdala",1008,471830022414,VGC_MTH1,112943.05968442716,NA,AMY,Brain,BR,20,Intermediate - IS,2.0e+14 vg/kg,Male,Interim Necropsy Week 6
XXXXXX,5501,5,2,"Brain, Amygdala",1008,471830022534,VGC_MTH1,169580.18805456228,NA,AMY,Brain,BR,20,Intermediate - IS,2.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,5502,5,2,"Brain, Amygdala",1008,471830022574,VGC_MTH1,596458.78418256936,NA,AMY,Brain,BR,20,Intermediate - IS,2.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,6001,6,1,"Brain, Amygdala",1008,471830022694,VGC_MTH1,62287.581699346403,NA,AMY,Brain,BR,50,High + IS,5.0e+14 vg/kg,Male,Interim Necropsy Week 6
XXXXXX,6501,6,2,"Brain, Amygdala",1008,471830022814,VGC_MTH1,750201.68683535024,NA,AMY,Brain,BR,50,High + IS,5.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,6505,6,2,"Brain, Amygdala",1008,471830022974,VGC_MTH1,812903.22580645164,NA,AMY,Brain,BR,50,High + IS,5.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,6602,6,2,"Brain, Amygdala",1008,471830022854,VGC_MTH1,1753460.3811434302,NA,AMY,Brain,BR,50,High + IS,5.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,1003,1,1,"Brain, Amygdala",4368,471830021815,VGC_MTH1,<LLOQ,NA,AMY,Brain,BR,0,VCA + IS,0,Male,Terminal Necropsy Weeks 26/27
XXXXXX,1503,1,2,"Brain, Amygdala",4368,471830021335,VGC_MTH1,<LLOQ,NA,AMY,Brain,BR,0,VCA + IS,0,Female,Terminal Necropsy Weeks 26/27
XXXXXX,1604,1,2,"Brain, Amygdala",4368,471830021375,VGC_MTH1,<LLOQ,NA,AMY,Brain,BR,0,VCA + IS,0,Female,Terminal Necropsy Weeks 26/27
XXXXXX,2003,2,1,"Brain, Amygdala",4368,471830021823,VGC_MTH1,<LLOQ,NA,AMY,Brain,BR,0,VCA - IS,0,Male,Terminal Necropsy Weeks 26/27
XXXXXX,2004,2,1,"Brain, Amygdala",4368,471830021863,VGC_MTH1,<LLOQ,NA,AMY,Brain,BR,0,VCA - IS,0,Male,Terminal Necropsy Weeks 26/27
XXXXXX,2503,2,2,"Brain, Amygdala",4368,471830021655,VGC_MTH1,<LLOQ,NA,AMY,Brain,BR,0,VCA - IS,0,Female,Terminal Necropsy Weeks 26/27
XXXXXX,2504,2,2,"Brain, Amygdala",4368,471830021695,VGC_MTH1,<LLOQ,NA,AMY,Brain,BR,0,VCA - IS,0,Female,Terminal Necropsy Weeks 26/27
XXXXXX,3003,3,1,"Brain, Amygdala",4368,471830021175,VGC_MTH1,51069.479274229248,NA,AMY,Brain,BR,6,Low + IS,6e+13 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,3004,3,1,"Brain, Amygdala",4368,471830021213,VGC_MTH1,159356.83550992678,NA,AMY,Brain,BR,6,Low + IS,6e+13 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,3503,3,2,"Brain, Amygdala",4368,471830021975,VGC_MTH1,159341.95064629847,NA,AMY,Brain,BR,6,Low + IS,6e+13 vg/kg,Female,Terminal Necropsy Weeks 26/27
XXXXXX,3504,3,2,"Brain, Amygdala",4368,471830022016,VGC_MTH1,87933.425797503471,NA,AMY,Brain,BR,6,Low + IS,6e+13 vg/kg,Female,Terminal Necropsy Weeks 26/27
XXXXXX,4003,4,1,"Brain, Amygdala",4368,471830022135,VGC_MTH1,141697.93828087061,NA,AMY,Brain,BR,20,Intermediate + IS,2.0e+14 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,4004,4,1,"Brain, Amygdala",4368,471830022175,VGC_MTH1,498446.52041566081,NA,AMY,Brain,BR,20,Intermediate + IS,2.0e+14 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,4503,4,2,"Brain, Amygdala",4368,471830022295,VGC_MTH1,926794.38058748411,NA,AMY,Brain,BR,20,Intermediate + IS,2.0e+14 vg/kg,Female,Terminal Necropsy Weeks 26/27
XXXXXX,4504,4,2,"Brain, Amygdala",4368,471830022335,VGC_MTH1,191506.82121243203,NA,AMY,Brain,BR,20,Intermediate + IS,2.0e+14 vg/kg,Female,Terminal Necropsy Weeks 26/27
XXXXXX,5003,5,1,"Brain, Amygdala",4368,471830022455,VGC_MTH1,47658.879934713863,NA,AMY,Brain,BR,20,Intermediate - IS,2.0e+14 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,5004,5,1,"Brain, Amygdala",4368,471830022495,VGC_MTH1,517690.23733790073,NA,AMY,Brain,BR,20,Intermediate - IS,2.0e+14 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,5503,5,2,"Brain, Amygdala",4368,471830022615,VGC_MTH1,659213.90479952609,NA,AMY,Brain,BR,20,Intermediate - IS,2.0e+14 vg/kg,Female,Terminal Necropsy Weeks 26/27
XXXXXX,5504,5,2,"Brain, Amygdala",4368,471830022655,VGC_MTH1,197201.83486238532,NA,AMY,Brain,BR,20,Intermediate - IS,2.0e+14 vg/kg,Female,Terminal Necropsy Weeks 26/27
XXXXXX,6003,6,1,"Brain, Amygdala",4368,471830022775,VGC_MTH1,453673.37388862891,NA,AMY,Brain,BR,50,High + IS,5.0e+14 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,6104,6,1,"Brain, Amygdala",4368,471830022735,VGC_MTH1,757112.0962634579,NA,AMY,Brain,BR,50,High + IS,5.0e+14 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,6503,6,2,"Brain, Amygdala",4368,471830022895,VGC_MTH1,339976.02637099189,NA,AMY,Brain,BR,50,High + IS,5.0e+14 vg/kg,Female,Terminal Necropsy Weeks 26/27
XXXXXX,6504,6,2,"Brain, Amygdala",4368,471830022936,VGC_MTH1,165663.18176092705,NA,AMY,Brain,BR,50,High + IS,5.0e+14 vg/kg,Female,Terminal Necropsy Weeks 26/27
XXXXXX,1001,1,1,"Brain, Hippocampus",1008,471830021102,VGC_MTH1,<LLOQ,NA,HC,Brain,BR,0,VCA + IS,0,Male,Interim Necropsy Week 6
XXXXXX,1002,1,1,"Brain, Hippocampus",1008,471830021142,VGC_MTH1,<LLOQ,NA,HC,Brain,BR,0,VCA + IS,0,Male,Interim Necropsy Week 6
XXXXXX,1501,1,2,"Brain, Hippocampus",1008,471830021262,VGC_MTH1,<LLOQ,NA,HC,Brain,BR,0,VCA + IS,0,Female,Interim Necropsy Week 6
XXXXXX,1502,1,2,"Brain, Hippocampus",1008,471830021302,VGC_MTH1,<LLOQ,NA,HC,Brain,BR,0,VCA + IS,0,Female,Interim Necropsy Week 6
XXXXXX,2001,2,1,"Brain, Hippocampus",1008,471830021422,VGC_MTH1,<LLOQ,NA,HC,Brain,BR,0,VCA - IS,0,Male,Interim Necropsy Week 6
XXXXXX,2002,2,1,"Brain, Hippocampus",1008,471830021462,VGC_MTH1,<LLOQ,NA,HC,Brain,BR,0,VCA - IS,0,Male,Interim Necropsy Week 6
XXXXXX,2501,2,2,"Brain, Hippocampus",1008,471830021582,VGC_MTH1,<LLOQ,NA,HC,Brain,BR,0,VCA - IS,0,Female,Interim Necropsy Week 6
XXXXXX,2502,2,2,"Brain, Hippocampus",1008,471830021622,VGC_MTH1,<LLOQ,NA,HC,Brain,BR,0,VCA - IS,0,Female,Interim Necropsy Week 6
XXXXXX,3001,3,1,"Brain, Hippocampus",1008,471830021414,VGC_MTH1,36945.235303969188,NA,HC,Brain,BR,6,Low + IS,6e+13 vg/kg,Male,Interim Necropsy Week 6
XXXXXX,3002,3,1,"Brain, Hippocampus",1008,471830021454,VGC_MTH1,204594.70580167329,NA,HC,Brain,BR,6,Low + IS,6e+13 vg/kg,Male,Interim Necropsy Week 6
XXXXXX,3501,3,2,"Brain, Hippocampus",1008,471830021574,VGC_MTH1,30250.053736476319,NA,HC,Brain,BR,6,Low + IS,6e+13 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,3502,3,2,"Brain, Hippocampus",1008,471830021614,VGC_MTH1,131056.49537184808,NA,HC,Brain,BR,6,Low + IS,6e+13 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,4001,4,1,"Brain, Hippocampus",1008,471830022062,VGC_MTH1,342285.88481050433,NA,HC,Brain,BR,20,Intermediate + IS,2.0e+14 vg/kg,Male,Interim Necropsy Week 6
XXXXXX,4002,4,1,"Brain, Hippocampus",1008,471830022102,VGC_MTH1,88608.275120902748,NA,HC,Brain,BR,20,Intermediate + IS,2.0e+14 vg/kg,Male,Interim Necropsy Week 6
XXXXXX,4501,4,2,"Brain, Hippocampus",1008,471830022222,VGC_MTH1,877626.16417587176,NA,HC,Brain,BR,20,Intermediate + IS,2.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,4502,4,2,"Brain, Hippocampus",1008,471830022262,VGC_MTH1,657412.69492642209,NA,HC,Brain,BR,20,Intermediate + IS,2.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,5001,5,1,"Brain, Hippocampus",1008,471830022382,VGC_MTH1,192727.27272727276,NA,HC,Brain,BR,20,Intermediate - IS,2.0e+14 vg/kg,Male,Interim Necropsy Week 6
XXXXXX,5002,5,1,"Brain, Hippocampus",1008,471830022422,VGC_MTH1,232373.3862959285,NA,HC,Brain,BR,20,Intermediate - IS,2.0e+14 vg/kg,Male,Interim Necropsy Week 6
XXXXXX,5501,5,2,"Brain, Hippocampus",1008,471830022542,VGC_MTH1,197857.2795102353,NA,HC,Brain,BR,20,Intermediate - IS,2.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,5502,5,2,"Brain, Hippocampus",1008,471830022582,VGC_MTH1,393176.54852600198,NA,HC,Brain,BR,20,Intermediate - IS,2.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,6001,6,1,"Brain, Hippocampus",1008,471830022702,VGC_MTH1,43208.4963666853,NA,HC,Brain,BR,50,High + IS,5.0e+14 vg/kg,Male,Interim Necropsy Week 6
XXXXXX,6501,6,2,"Brain, Hippocampus",1008,471830022822,VGC_MTH1,423252.85895806859,NA,HC,Brain,BR,50,High + IS,5.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,6505,6,2,"Brain, Hippocampus",1008,471830022982,VGC_MTH1,443750,NA,HC,Brain,BR,50,High + IS,5.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,6602,6,2,"Brain, Hippocampus",1008,471830022862,VGC_MTH1,822791.29321382847,NA,HC,Brain,BR,50,High + IS,5.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,1003,1,1,"Brain, Hippocampus",4368,471830021183,VGC_MTH1,<LLOQ,NA,HC,Brain,BR,0,VCA + IS,0,Male,Terminal Necropsy Weeks 26/27
XXXXXX,1503,1,2,"Brain, Hippocampus",4368,471830021343,VGC_MTH1,<LLOQ,NA,HC,Brain,BR,0,VCA + IS,0,Female,Terminal Necropsy Weeks 26/27
XXXXXX,1604,1,2,"Brain, Hippocampus",4368,471830021383,VGC_MTH1,<LLOQ,NA,HC,Brain,BR,0,VCA + IS,0,Female,Terminal Necropsy Weeks 26/27
XXXXXX,2003,2,1,"Brain, Hippocampus",4368,471830021503,VGC_MTH1,<LLOQ,NA,HC,Brain,BR,0,VCA - IS,0,Male,Terminal Necropsy Weeks 26/27
XXXXXX,2004,2,1,"Brain, Hippocampus",4368,471830021543,VGC_MTH1,<LLOQ,NA,HC,Brain,BR,0,VCA - IS,0,Male,Terminal Necropsy Weeks 26/27
XXXXXX,2503,2,2,"Brain, Hippocampus",4368,471830021663,VGC_MTH1,<LLOQ,NA,HC,Brain,BR,0,VCA - IS,0,Female,Terminal Necropsy Weeks 26/27
XXXXXX,2504,2,2,"Brain, Hippocampus",4368,471830021703,VGC_MTH1,<LLOQ,NA,HC,Brain,BR,0,VCA - IS,0,Female,Terminal Necropsy Weeks 26/27
XXXXXX,3003,3,1,"Brain, Hippocampus",4368,471830021495,VGC_MTH1,28289.681287472387,NA,HC,Brain,BR,6,Low + IS,6e+13 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,3004,3,1,"Brain, Hippocampus",4368,471830021535,VGC_MTH1,85254.885740874786,NA,HC,Brain,BR,6,Low + IS,6e+13 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,3503,3,2,"Brain, Hippocampus",4368,471830021983,VGC_MTH1,167280.88447364207,NA,HC,Brain,BR,6,Low + IS,6e+13 vg/kg,Female,Terminal Necropsy Weeks 26/27
XXXXXX,3504,3,2,"Brain, Hippocampus",4368,471830022024,VGC_MTH1,125117.63387855701,NA,HC,Brain,BR,6,Low + IS,6e+13 vg/kg,Female,Terminal Necropsy Weeks 26/27
XXXXXX,4003,4,1,"Brain, Hippocampus",4368,471830022143,VGC_MTH1,72412.324293624872,NA,HC,Brain,BR,20,Intermediate + IS,2.0e+14 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,4004,4,1,"Brain, Hippocampus",4368,471830022183,VGC_MTH1,267669.71162457461,NA,HC,Brain,BR,20,Intermediate + IS,2.0e+14 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,4503,4,2,"Brain, Hippocampus",4368,471830022303,VGC_MTH1,377287.25833460194,NA,HC,Brain,BR,20,Intermediate + IS,2.0e+14 vg/kg,Female,Terminal Necropsy Weeks 26/27
XXXXXX,4504,4,2,"Brain, Hippocampus",4368,471830022343,VGC_MTH1,408504.26710585417,NA,HC,Brain,BR,20,Intermediate + IS,2.0e+14 vg/kg,Female,Terminal Necropsy Weeks 26/27
XXXXXX,5003,5,1,"Brain, Hippocampus",4368,471830022463,VGC_MTH1,255332.62935586058,NA,HC,Brain,BR,20,Intermediate - IS,2.0e+14 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,5004,5,1,"Brain, Hippocampus",4368,471830022503,VGC_MTH1,228836.45896350071,NA,HC,Brain,BR,20,Intermediate - IS,2.0e+14 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,5503,5,2,"Brain, Hippocampus",4368,471830022623,VGC_MTH1,293411.11873713112,NA,HC,Brain,BR,20,Intermediate - IS,2.0e+14 vg/kg,Female,Terminal Necropsy Weeks 26/27
XXXXXX,5504,5,2,"Brain, Hippocampus",4368,471830022663,VGC_MTH1,54143.914573474096,NA,HC,Brain,BR,20,Intermediate - IS,2.0e+14 vg/kg,Female,Terminal Necropsy Weeks 26/27
XXXXXX,6003,6,1,"Brain, Hippocampus",4368,471830022783,VGC_MTH1,339255.36845357635,NA,HC,Brain,BR,50,High + IS,5.0e+14 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,6104,6,1,"Brain, Hippocampus",4368,471830022743,VGC_MTH1,702590.46865730651,NA,HC,Brain,BR,50,High + IS,5.0e+14 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,6503,6,2,"Brain, Hippocampus",4368,471830022903,VGC_MTH1,539593.55290819902,NA,HC,Brain,BR,50,High + IS,5.0e+14 vg/kg,Female,Terminal Necropsy Weeks 26/27
XXXXXX,6504,6,2,"Brain, Hippocampus",4368,471830022944,VGC_MTH1,190135.59322033898,NA,HC,Brain,BR,50,High + IS,5.0e+14 vg/kg,Female,Terminal Necropsy Weeks 26/27
XXXXXX,1001,1,1,"Brain, Thalamus",1008,471830021110,VGC_MTH1,<LLOQ,NA,THAL,Brain,BR,0,VCA + IS,0,Male,Interim Necropsy Week 6
XXXXXX,1002,1,1,"Brain, Thalamus",1008,471830021150,VGC_MTH1,<LLOQ,NA,THAL,Brain,BR,0,VCA + IS,0,Male,Interim Necropsy Week 6
XXXXXX,1501,1,2,"Brain, Thalamus",1008,471830021270,VGC_MTH1,<LLOQ,NA,THAL,Brain,BR,0,VCA + IS,0,Female,Interim Necropsy Week 6
XXXXXX,1502,1,2,"Brain, Thalamus",1008,471830021310,VGC_MTH1,<LLOQ,NA,THAL,Brain,BR,0,VCA + IS,0,Female,Interim Necropsy Week 6
XXXXXX,2001,2,1,"Brain, Thalamus",1008,471830021430,VGC_MTH1,<LLOQ,NA,THAL,Brain,BR,0,VCA - IS,0,Male,Interim Necropsy Week 6
XXXXXX,2002,2,1,"Brain, Thalamus",1008,471830021470,VGC_MTH1,<LLOQ,NA,THAL,Brain,BR,0,VCA - IS,0,Male,Interim Necropsy Week 6
XXXXXX,2501,2,2,"Brain, Thalamus",1008,471830021590,VGC_MTH1,<LLOQ,NA,THAL,Brain,BR,0,VCA - IS,0,Female,Interim Necropsy Week 6
XXXXXX,2502,2,2,"Brain, Thalamus",1008,471830021630,VGC_MTH1,<LLOQ,NA,THAL,Brain,BR,0,VCA - IS,0,Female,Interim Necropsy Week 6
XXXXXX,3001,3,1,"Brain, Thalamus",1008,471830021750,VGC_MTH1,74099.051633298193,NA,THAL,Brain,BR,6,Low + IS,6e+13 vg/kg,Male,Interim Necropsy Week 6
XXXXXX,3002,3,1,"Brain, Thalamus",1008,471830021790,VGC_MTH1,143705.97243491578,NA,THAL,Brain,BR,6,Low + IS,6e+13 vg/kg,Male,Interim Necropsy Week 6
XXXXXX,3501,3,2,"Brain, Thalamus",1008,471830021910,VGC_MTH1,34426.464270370896,NA,THAL,Brain,BR,6,Low + IS,6e+13 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,3502,3,2,"Brain, Thalamus",1008,471830021950,VGC_MTH1,131662.54125412542,NA,THAL,Brain,BR,6,Low + IS,6e+13 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,4001,4,1,"Brain, Thalamus",1008,471830022070,VGC_MTH1,424232.12059390231,NA,THAL,Brain,BR,20,Intermediate + IS,2.0e+14 vg/kg,Male,Interim Necropsy Week 6
XXXXXX,4002,4,1,"Brain, Thalamus",1008,471830022110,VGC_MTH1,332802.79503105587,NA,THAL,Brain,BR,20,Intermediate + IS,2.0e+14 vg/kg,Male,Interim Necropsy Week 6
XXXXXX,4501,4,2,"Brain, Thalamus",1008,471830022230,VGC_MTH1,864550.26455026446,NA,THAL,Brain,BR,20,Intermediate + IS,2.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,4502,4,2,"Brain, Thalamus",1008,471830022270,VGC_MTH1,1129807.2923887426,NA,THAL,Brain,BR,20,Intermediate + IS,2.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,5001,5,1,"Brain, Thalamus",1008,471830022390,VGC_MTH1,95191.156797859614,NA,THAL,Brain,BR,20,Intermediate - IS,2.0e+14 vg/kg,Male,Interim Necropsy Week 6
XXXXXX,5002,5,1,"Brain, Thalamus",1008,471830022430,VGC_MTH1,186285.98544764315,NA,THAL,Brain,BR,20,Intermediate - IS,2.0e+14 vg/kg,Male,Interim Necropsy Week 6
XXXXXX,5501,5,2,"Brain, Thalamus",1008,471830022550,VGC_MTH1,204784.8943246433,NA,THAL,Brain,BR,20,Intermediate - IS,2.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,5502,5,2,"Brain, Thalamus",1008,471830022590,VGC_MTH1,171235.1719053683,NA,THAL,Brain,BR,20,Intermediate - IS,2.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,6001,6,1,"Brain, Thalamus",1008,471830022710,VGC_MTH1,76122.84069097889,NA,THAL,Brain,BR,50,High + IS,5.0e+14 vg/kg,Male,Interim Necropsy Week 6
XXXXXX,6501,6,2,"Brain, Thalamus",1008,471830022830,VGC_MTH1,296989.23664500768,NA,THAL,Brain,BR,50,High + IS,5.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,6505,6,2,"Brain, Thalamus",1008,471830022990,VGC_MTH1,544974.95143645839,NA,THAL,Brain,BR,50,High + IS,5.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,6602,6,2,"Brain, Thalamus",1008,471830022870,VGC_MTH1,764406.77966101689,NA,THAL,Brain,BR,50,High + IS,5.0e+14 vg/kg,Female,Interim Necropsy Week 6
XXXXXX,1003,1,1,"Brain, Thalamus",4368,471830021191,VGC_MTH1,<LLOQ,NA,THAL,Brain,BR,0,VCA + IS,0,Male,Terminal Necropsy Weeks 26/27
XXXXXX,1503,1,2,"Brain, Thalamus",4368,471830021351,VGC_MTH1,<LLOQ,NA,THAL,Brain,BR,0,VCA + IS,0,Female,Terminal Necropsy Weeks 26/27
XXXXXX,1604,1,2,"Brain, Thalamus",4368,471830021391,VGC_MTH1,<LLOQ,NA,THAL,Brain,BR,0,VCA + IS,0,Female,Terminal Necropsy Weeks 26/27
XXXXXX,2003,2,1,"Brain, Thalamus",4368,471830021511,VGC_MTH1,<LLOQ,NA,THAL,Brain,BR,0,VCA - IS,0,Male,Terminal Necropsy Weeks 26/27
XXXXXX,2004,2,1,"Brain, Thalamus",4368,471830021551,VGC_MTH1,<LLOQ,NA,THAL,Brain,BR,0,VCA - IS,0,Male,Terminal Necropsy Weeks 26/27
XXXXXX,2503,2,2,"Brain, Thalamus",4368,471830021671,VGC_MTH1,<LLOQ,NA,THAL,Brain,BR,0,VCA - IS,0,Female,Terminal Necropsy Weeks 26/27
XXXXXX,2504,2,2,"Brain, Thalamus",4368,471830021711,VGC_MTH1,<LLOQ,NA,THAL,Brain,BR,0,VCA - IS,0,Female,Terminal Necropsy Weeks 26/27
XXXXXX,3003,3,1,"Brain, Thalamus",4368,471830021831,VGC_MTH1,24140.86217364906,NA,THAL,Brain,BR,6,Low + IS,6e+13 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,3004,3,1,"Brain, Thalamus",4368,471830021871,VGC_MTH1,198981.16109188774,NA,THAL,Brain,BR,6,Low + IS,6e+13 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,3503,3,2,"Brain, Thalamus",4368,471830021991,VGC_MTH1,108085.10638297873,NA,THAL,Brain,BR,6,Low + IS,6e+13 vg/kg,Female,Terminal Necropsy Weeks 26/27
XXXXXX,3504,3,2,"Brain, Thalamus",4368,471830022032,VGC_MTH1,139062.49999999997,NA,THAL,Brain,BR,6,Low + IS,6e+13 vg/kg,Female,Terminal Necropsy Weeks 26/27
XXXXXX,4003,4,1,"Brain, Thalamus",4368,471830022151,VGC_MTH1,22128.299051375976,NA,THAL,Brain,BR,20,Intermediate + IS,2.0e+14 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,4004,4,1,"Brain, Thalamus",4368,471830022191,VGC_MTH1,898462.0418848166,NA,THAL,Brain,BR,20,Intermediate + IS,2.0e+14 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,4503,4,2,"Brain, Thalamus",4368,471830022311,VGC_MTH1,418734.96873496869,NA,THAL,Brain,BR,20,Intermediate + IS,2.0e+14 vg/kg,Female,Terminal Necropsy Weeks 26/27
XXXXXX,4504,4,2,"Brain, Thalamus",4368,471830022351,VGC_MTH1,160089.35219657482,NA,THAL,Brain,BR,20,Intermediate + IS,2.0e+14 vg/kg,Female,Terminal Necropsy Weeks 26/27
XXXXXX,5003,5,1,"Brain, Thalamus",4368,471830022471,VGC_MTH1,152999.74685680532,NA,THAL,Brain,BR,20,Intermediate - IS,2.0e+14 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,5004,5,1,"Brain, Thalamus",4368,471830022511,VGC_MTH1,394919.72563503432,NA,THAL,Brain,BR,20,Intermediate - IS,2.0e+14 vg/kg,Male,Terminal Necropsy Weeks 26/27
XXXXXX,5503,5,2,"Brain, Thalamus",4368,471830022631,VGC_MTH1,292490.11857707513,NA,THAL,Brain,BR,20,Intermediate - IS,2.0e+14 vg/kg,Female,Terminal Necropsy Weeks 26/27
XXXXXX,5504,5,2,"Brain, Thalamus",4368,471830022671,VGC_MTH1,86887.452880990852,NA,THAL,Brain,BR,20,Intermediate - IS,2.0e+14 vg/kg,Female,Terminal Necropsy Weeks 26/27
